	statussummary	status	asm	jira	sample	accession	species	coi	organelle	uli	common name	sex	genomic sex	ploidy	taxon	genus	family	order	phylum	BioSample	BioProject	darwin	vgp_orders	vgp_plus	asg	erga	25g	britain&ireland	dnazoo	cichlids	BADASS	rodents	jiggins	murchison	R&D	protist-microalgae	UKbutterflies	sts size (Mb)	est. size (Mb)	htzgy (%)	rep frac (%)	long read cov (gscope)	long read cov (sts)	10XG cov (gscope)	10XG cov (sts)	last_data	sts pacbio status (new)	sts hic status (new)	hic_from	PacBio	ONT	10XG	Htag	BioNano	HiC	RNAseq	IsoSeq	note or paper	raw data sub	submission todo	contig N50 (Mb)	contig count	scaffold N50 (Mb)	scaffold count	longest (Mb)	length (Mb)	BUSCO	QV	completeness	pipeline status	notes	runs
	6 data generation	63_lr_topup			ieRhiSemi1		Rhithrogena semicolorata					U			1351858	Rhithrogena	Heptageniidae	Ephemeroptera	Arthropoda	SAMEA9065835		1						1										543	543	2.0	32		0	69	64	2021-07-27	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			qqCluTerr1		Clubiona terrestris					F			1155751	Clubiona	Clubionidae	Araneae	Arthropoda	SAMEA9066021		1						1										871	871	1.5	37		0	56	91	2021-07-27	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			voAspScol1		Asplenium scolopendrium					H			41964	Asplenium	Aspleniaceae	Polypodiales	Streptophyta	SAMEA7521935		1						1										8,499	7,333	1.2	71		3	25	35	2021-07-27	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			qqScyThor1		Scytodes thoracica					U			1112478	Scytodes	Scytodidae	Araneae	Arthropoda	SAMEA9066028		1						1										2,152	1,699	0.3	34	10	8			2021-07-09	IN_PROGRESS	UNKNOWN		●																						
	6 data generation	63_lr_topup			dmTroEuro1		Trollius europaeus				globeflower	H			212754	Trollius	Ranunculaceae	Ranunculales	Tracheophyta	SAMEA7535972		1						1										4,870	4,360	0.9	65	-	0	44	62	2021-07-30	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			ihMocCroe1		Mocydia crocea					U			592556	Mocydia	Cicadellidae	Hemiptera	Arthropoda	SAMEA8563713		1						1										4,659	2,026	1.5	53	17	8			2021-07-02	IN_PROGRESS	UNKNOWN		●																						
	6 data generation	63_lr_topup			dhMyrGale1		Myrica gale				bog myrtle	H			29739	Myrica	Myricaceae	Fagales	Tracheophyta	SAMEA7535962		1						1										293					12			2021-07-02	IN_PROGRESS	UNKNOWN		●																						
	6 data generation	63_lr_topup			wtTerLapi1		Terebella lapidaria				(a segmented worm)	U			1131437	Terebella	Terebellidae	Terebellida	Annelida	SAMEA8724784		1						1										887	887	1.0	54		3	38	50	2021-07-30	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			daLigVulg1		Ligustrum vulgare				privet	H			13597	Ligustrum	Oleaceae	Lamiales	Tracheophyta	SAMEA7535976		1						1										1,672	1,587	0.6	54		4	31	55	2021-07-30	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			uoPelCana1		Pelvetia canaliculata				channel wrack	H			74467	Pelvetia	Fucaceae	Fucales	Ochrophyta	SAMEA7536711		1						1										709								2021-06-27	IN_PROGRESS	UNKNOWN		●																						
	6 data generation	63_lr_topup			wxEucOers1		Euclymene oerstedii				(a segmented worm)	U			645994	Euclymene	Maldanidae	Scolecida	Annelida	SAMEA8712119		1						1										450				-	18			2021-06-24	IN_PROGRESS	UNKNOWN		●																						
	6 data generation	63_lr_topup			iySphCras1		Sphecodes crassus				swollen-thighed blood bee	M			1126395	Sphecodes	Halictidae	Hymenoptera	Arthropoda	SAMEA7746481		1						1										651	651	0.1	36	14	13	48		2021-06-19	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			icAnoRugo1		Anotylus rugosus					U			295628	Anotylus	Staphylinidae	Coleoptera	Arthropoda	SAMEA8603253		1						1										802				-	17			2021-06-14	IN_PROGRESS	UNKNOWN		●																						
	6 data generation	63_lr_topup			xbMysUnda1		Mysia undata				wavy venus	U			1920014	Mysia	Veneridae	Venerida	Mollusca	SAMEA8717442		1						1										1,795				-	0			2021-06-14	IN_PROGRESS	UNKNOWN		●																						
	6 data generation	63_lr_topup			csSphInun1		Sphagnum inundatum				lesser cow-horn bog-moss	U			231099	Sphagnum	Sphagnaceae	Sphagnales	Bryophyta	SAMEA7688737		1						1										890				-	9	46		2021-05-26	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			daCicMura1		Cicerbita muralis					H			75960	Cicerbita	Asteraceae	Asterales	Eudicot	SAMEA7522285		1						1										1,707	1,863	0.3	69	-	2	55		2021-04-25	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			daGalApar1		Galium aparine					H			29788	Galium	Rubiaceae	Gentianales	Eudicot	SAMEA7522520		1						1										1,056				9	8			2021-05-16	IN_PROGRESS	UNKNOWN		●																						
	6 data generation	63_lr_topup			daNymPelt1		Nymphoides peltata					H			49614	Nymphoides	Menyanthaceae	Asterales	Tracheophyta	SAMEA7522291		1						1										861					22	51	79	2022-01-13	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			icCurGlan1		Curculio glandium				acorn weevil	U			197013	Curculio	Curculionidae	Coleoptera	Arthropoda	SAMEA8603219		1						1										780				-	9	53		2021-06-22	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			daVerHede4		Veronica hederifolia				Ivyleaf speedwell	H			202477	Veronica	Plantaginaceae	Lamiales	Tracheophyta	SAMEA9143039		1						1										1,516					3			2021-08-08	IN_PROGRESS	IN_PROGRESS		●																						
	6 data generation	63_lr_topup			dcCerGlom1		Cerastium glomeratum				sticky mouse-ear chickweed	H			3580	Cerastium	Caryophyllaceae	Caryophyllales	Tracheophyta	SAMEA9143030		1						1										919					5			2021-08-07	IN_PROGRESS	IN_PROGRESS		●																						
	6 data generation	63_lr_topup			ddLepDrab1		Lepidium draba				hoary cress	H			153317	Lepidium	Brassicaceae	Brassicales	Streptophyta	SAMEA9143100		1						1										1,086					12			2021-08-09	IN_PROGRESS	IN_PROGRESS		●						●																
	6 data generation	63_lr_topup			ddMerPere2		Mercurialis perennis				dog's mercury	F			3985	Mercurialis	Euphorbiaceae	Malpighiales	Tracheophyta	SAMEA9143076		1						1										2,347					1			2021-08-07	IN_PROGRESS	IN_PROGRESS		●																						
	6 data generation	63_lr_topup			icLimTalb1		Limnobaris t-album	3				U			202021	Limnobaris	Curculionidae	Coleoptera	Arthropoda	SAMEA8603252		1						1										2,013	1,454	2.1	54		3	28		2021-06-22	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			icPelCaes1		Peltodytes caesus	3				U			878349	Peltodytes	Haliplidae	Coleoptera	Arthropoda	SAMEA7521151		1						1										522	522	2.9	70	-	7	52		2020-11-07	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			idFanSere1		Fannia serena					U			1086765	Fannia	Fanniidae	Diptera	Arthropoda	SAMEA7746767		1						1										772				-	9	-		2021-06-01	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			idOplViri1		Oplodontha viridula	1				U			446505	Oplodontha	Stratiomyidae	Diptera	Arthropoda	SAMEA7520992		1						1										1,154	1,896	4.9	70	-	13	25		2020-11-06	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			idPhaObes1		Phasia obesa					U			1918144	Phasia	Tachinidae	Diptera	Arthropoda	SAMEA7746483		1						1										881	881	2.1	46	-	7	45		2021-06-01	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup		DTR-42	ihLygPrat2		Lygus pratensis	3				U			1436830	Lygus	Miridae	Hemiptera	Arthropoda	SAMEA7520354		1						1										880	808	2.4	47	20	24	70		2020-11-16	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			ilCocStra1		Cochylimorpha straminea					U			1660606	Cochylimorpha	Tortricidae	Lepidoptera	Arthropoda	SAMEA7849230		1						1										585				-	3			2021-04-12	IN_PROGRESS	UNKNOWN		●																						
	6 data generation	63_lr_topup			ilHypGlau1		Hypsopygia glaucinalis				double-striped tabby	U			1101111	Hypsopygia	Pyralidae	Lepidoptera	Arthropoda	SAMEA7701466		1						1										601	1,206	2.3	50	-	8	33		2021-05-26	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			ilMorChor1		Morophaga choragella				large clothes moth	U			1870097	Morophaga	Tineidae	Lepidoptera	Arthropoda	SAMEA7701473		1						1										666	666	0.4	36	-	10	61		2021-05-26	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			ilPhyRobo1		Phycita roborella				dotted oak knot-horn	U			1101143	Phycita	Pyralidae	Lepidoptera	Arthropoda	SAMEA7701320		1						1										757	757	2.1	47	-	6	59		2021-05-26	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			ilScoImit1		Scopula imitaria				small blood vein	U			190359	Scopula	Geometridae	Lepidoptera	Arthropoda	SAMEA7701557		1						1										450				-	12			2021-02-05	IN_PROGRESS	UNKNOWN		●																						
	6 data generation	63_lr_topup			ilXanQuar1		Xanthorhoe quadrifasciata				large twin-spot carpet	U			873510	Xanthorhoe	Geometridae	Lepidoptera	Arthropoda	SAMEA7701446		1						1										455	455	1.4	39	-	2	99		2021-05-26	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			iyCroMega1		Crossocerus megacephalus					F			2494901	Crossocerus	Crabronidae	Hymenoptera	Arthropoda	SAMEA7701365		1						1										372				-	2			2021-06-01	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			laApoDist1		Aponogeton distachyos					H			55311	Aponogeton	Aponogetonaceae	Alismatales	Streptophyta	SAMEA7522292		1						1										5,183				-	1			2021-02-18	IN_PROGRESS	UNKNOWN		●																						
	6 data generation	63_lr_topup			mApoFla1		Apodemus flavicollis	3			yellow-necked mouse	M			54292	Apodemus	Muridae	Rodentia	Chordata	SAMEA7702025		1						1										3,169	3,144	0.4	34	-	2	30	49	2021-04-08	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			qqSegSeno1		Segestria senoculata				snake-back spider	F			1155756	Segestria	Segestriidae	Araneae	Arthropoda	SAMEA8563711		1						1										2,934	3,875	1.0	54		3	20	44	2021-06-28	IN_PROGRESS	UNKNOWN																								
	6 data generation	63_lr_topup			wcLumCast1		Lumbricus castaneus	3			chestnut earthworm	H			81491	Lumbricus	Lumbricidae	Haplotaxida	Annelida	SAMEA7524017		1						1										421	975	2.8	52	-	10	36		2020-11-13	IN_PROGRESS	UNKNOWN		●		●				●																
	6 data generation	63_lr_topup			wpGonMacu1		Goniada maculata				(a segmented worm)	U			222001	Goniada	Goniadidae	Phyllodocida	Annelida	SAMEA8724791		1						1										1,384				-	38	-	98	2022-01-23	IN_PROGRESS	IN_PROGRESS		●		●																				
	6 data generation	63_lr_topup			wrHelStag2		Helobdella stagnalis	3				U			34588	Helobdella	Glossiphoniidae	Rhynchobdellida	Annelida	SAMEA7520985		1						1										613	613	0.2	62	-	11	70		2020-11-07	IN_PROGRESS	IN_PROGRESS		●		●																				
	6 data generation	63_lr_topup			xbMimVari1		Mimachlamys varia					H			50417	Mimachlamys	Pectinidae	Pectinida	Mollusca	SAMEA8534354		1						1										1,389				-	9	30		2021-06-22	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			xgCorAspe16		Cornu aspersum					H			6535	Cornu	Helicidae	Stylommatophora	Mollusca	SAMEA8534452		1						1										3,501	3,907	1.4	69	-	1	37	73	2021-07-28	IN_PROGRESS	COMPLETE		●		●																				
	6 data generation	63_lr_topup			xgTesTest1		Testudinalia testudinalis	3			tortoiseshell limpet	U			2126142	Testudinalia	Lottiidae	Patellogastropoda incertae sedis	Mollusca	SAMEA7522973		1						1										557	578	1.6	56		12	77		2020-12-25	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			xgValPisc1		Valvata piscinalis	3				U			699199	Valvata	Valvatidae	Gastropoda	Mollusca	SAMEA7520973		1						1										1,693	1,449	1.7	47	21	19	23		2021-05-18	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			xgXerInte1		Xeroplexa intersecta					H			228090	Xeroplexa	Geomitridae	Stylommatophora	Mollusca	SAMEA8534453		1						1										2,726				-	4	-		2021-06-22	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			urPalPalm1		Palmaria palmata				dulse	U			2822	Palmaria	Palmariaceae	Palmariales	Rhodophyta	SAMEA7536129		1						1										782				-		-		2021-03-01	IN_PROGRESS	IN_PROGRESS		●		●																				
	6 data generation	63_lr_topup			urMetLaci1		Metacallophyllis laciniata					U			2724438	Metacallophyllis	Kallymeniaceae	Gigartinales	Rhodophyta	SAMEA7522985		1						1										349	349							2020-10-29	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			ilPsePras1		Pseudoips prasinana				green silver-lines	U			2758353	Pseudoips	Nolidae	Lepidoptera	Arthropoda	SAMEA7631558		1						1										704	1,210	1.7	46			33		2021-04-06	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			ilAclRhom1		Acleris rhombana				rhomboid tortrix	U			758714	Acleris	Tortricidae	Lepidoptera	Arthropoda	SAMEA8603210		1						1										736	736	1.1	40			48	98	2021-06-28	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			icPteStre1		Pterostichus strenuus					U			484362	Pterostichus	Carabidae	Coleoptera	Arthropoda	SAMEA8603254		1						1										586	586	1.7	43	23	22	80	117	2021-12-02	IN_PROGRESS	UNKNOWN		●		●																				
	6 data generation	63_lr_topup			bGulAri2	SAN0001768	Gulosus aristotelis				European shag	F			126867	Gulosus	Phalacrocoracidae	Pelecaniformes	Chordata	SAMEA10059652		1		1				1										1,399					18			2022-06-13	UNKNOWN	UNKNOWN		●																						
	6 data generation	63_lr_topup_hic			qxScaScal1	MBA-210527-026A	Scalpellum scalpellum				(a stalked barnacle)	U			479185	Scalpellum	Scalpellidae	Pedunculata	Arthropoda	SAMEA12219455		1						1										1,389	94	3.3	95	76	10			2022-04-24	IN_PROGRESS	UNKNOWN	qxScaScal2	●					●																	
	6 data generation	63_lr_topup			qcLitPice1	NHMUK014449031	Lithobius piceus					M			1569490	Lithobius	Lithobiidae	Lithobiomorpha	Arthropoda	SAMEA10800137		1						1										1,985					10			2022-03-21	IN_PROGRESS	UNKNOWN		●																						
	6 data generation	63_lr_topup		DTR-11	daEupFoul1		Euphrasia foulaensis				eyebright	H/M			475387	Euphrasia	Orobanchaceae	Lamiales	Eudicot	SAMEA7515956		1						1										1,376				-	2			2020-05-22	UNKNOWN	UNKNOWN		●																						
	6 data generation	63_lr_topup			daScrAuri1		Scrophularia auriculata					H			1053393	Scrophularia	Scrophulariaceae	Lamiales	Tracheophyta	SAMEA7522513		1						1										daScrAuri1				-	19			2021-07-16	UNKNOWN	UNKNOWN		●																						
	6 data generation	63_lr_topup		DTR-12	icCalQuat1		Calvia quattuordecimguttata				cream-spot ladybird	U			419956	Calvia	Coccinellidae	Coleoptera	Arthropoda	SAMEA7520199		1						1										453				-	9			2020-05-21	UNKNOWN	UNKNOWN		●																						
	6 data generation	63_lr_topup		DTR-19	icOulMela1		Oulema melanopus	2			cereal leaf beetle	U			294584	Oulema	Chrysomelidae	Coleoptera	Arthropoda	SAMEA7520314		1						1										414				-	26			2020-09-07	UNKNOWN	UNKNOWN		●		●																				
	6 data generation	63_lr_topup		DTR-20	icPlaMinu1		Platycis minutus	3				U			195273	Platycis	Lycidae	Coleoptera	Arthropoda	SAMEA7520315		1						1										694				-	4			2020-05-21	UNKNOWN	UNKNOWN		●																						
	6 data generation	63_lr_topup		DTR-22	icSubVigi1		Subcoccinella vigintiquattuorpunctata	3			24-spot ladybird	U			295815	Subcoccinella	Coccinellidae	Coleoptera	Arthropoda	SAMEA7520323		1						1										650	650	1.9	49	3	2	30		2020-03-17	UNKNOWN	UNKNOWN		●		●																				
	6 data generation	63_lr_topup		DTR-28	idEupLuni3		Eupeodes luniger	3			common spotted eupeodes	U			1124559	Eupeodes	Syrphidae	Diptera	Arthropoda	SAMEA7520046		1						1										528	-	-	-	-	0			2019-11-22	UNKNOWN	UNKNOWN		●																						
	6 data generation	63_lr_topup		DTR-30	idHelPend2		Helophilus pendulus	3			tiger hoverfly	M			226174	Helophilus	Syrphidae	Diptera	Arthropoda	SAMEA7520049		1						1										476	476	2.3	36	14	12	71		2020-02-10	UNKNOWN	UNKNOWN		●		●																				
	6 data generation	63_lr_topup		DTR-33	idSyrRibe1		Syrphus ribesii	3			humming syrphus	M			1124549	Syrphus	Syrphidae	Diptera	Arthropoda	SAMEA7520167		1						1										750	750	3.5	51	10	30	61		2020-02-24	UNKNOWN	UNKNOWN		●		●																				
	6 data generation	63_lr_topup		DTR-46	ihPanTuni1		Pantilius tunicatus	3				U			1511241	Pantilius	Miridae	Hemiptera	Arthropoda	SAMEA7520359		1						1										1,232	1,217	0.5	44	25	36	27		2021-02-12	UNKNOWN	UNKNOWN		●		●									2.45	1,157	-	-	22.87	1,232						
	6 data generation	63_lr_topup		DTR-48	ihRhoParu1		Rhopalus parumpunctatus	3				U			1511248	Rhopalus	Rhopalidae	Hemiptera	Arthropoda	SAMEA7520361		1						1										3,237				-	5			2020-03-05	UNKNOWN	UNKNOWN		●																						
	6 data generation	63_lr_topup		DTR-50	ihSteLaev1		Stenodema laevigata	3				U			1511253	Stenodema	Miridae	Hemiptera	Arthropoda	SAMEA7520364		1						1										880	1,001	0.8	54	9	10	36		2020-03-17	UNKNOWN	UNKNOWN		●		●																				
	6 data generation	63_lr_topup		DTR-51	iiSerPers1		Sericostoma personatum	3			Welshman's button	U			1271737	Sericostoma	Sericostomatidae	Trichoptera	Arthropoda	SAMEA7520944		1						1										489				-	3	-		2020-12-03	UNKNOWN	UNKNOWN		●		●																				
	6 data generation	63_lr_topup		DTR-53	ilBatPrae1		Batrachedra praeangusta	3.0			poplar cosmet	U			347710	Batrachedra	Batrachedridae	Lepidoptera	Arthropoda	SAMEA7519849		1						1										601	482	1.3	43	19	16	67		2020-01-20	UNKNOWN	UNKNOWN		●		●																				
	6 data generation	63_lr_topup		DTR-54	ilCalRubi2		Callophrys rubi	3			green hairstreak	NA			242269	Callophrys	Lycaenidae	Lepidoptera	Arthropoda	SAMEA7523357		1						1									1	225	856	2.0	33	15	61	33		2020-10-08	UNKNOWN	UNKNOWN		●		●				●																
	6 data generation	63_lr_topup		DTR-55	ilCoeTull2		Coenonympha tullia	3			common ringlet	U			132697	Coenonympha	Nymphalidae	Lepidoptera	Arthropoda	SAMEA7523133		1						1									1	479	534	2.4	53	9	11	64		2020-07-31	UNKNOWN	UNKNOWN		●		●																				
	6 data generation	63_lr_topup		DTR-60	ilKorLupu1		Korscheltellus lupulinus	3			common swift	U			214181	Korscheltellus	Hepialidae	Lepidoptera	Arthropoda	SAMEA7519835		1						1										489	1,409	0.7	26	14	44	26		2020-07-03	UNKNOWN	UNKNOWN		●	●	●																				
	6 data generation	63_lr_topup		DTR-62	ilNolCucu1		Nola cucullatella	3			short-cloaked moth	U			987999	Nola	Nolidae	Lepidoptera	Arthropoda	SAMEA7519915		1						1										655	492	0.4	46	15	11	91		2020-02-11	UNKNOWN	UNKNOWN		●		●																				
	6 data generation	63_lr_topup		DTR-63	ilSatWalb1		Satyrium w-album	3			white-letter hairstreak	U			876055	Satyrium	Lycaenidae	Lepidoptera	Arthropoda	SAMEA7523123		1						1									1	225	1,244	1.2	57	20	113	31		2020-02-20	UNKNOWN	UNKNOWN		●		●																				
	6 data generation	63_lr_topup		DTR-7	ilTheBetu1		Thecla betulae	3			brown hairstreak	U			596664	Thecla	Lycaenidae	Lepidoptera	Arthropoda	SAMEA7523124		1						1									1	225				-	7			2019-12-08	UNKNOWN	UNKNOWN		●																						
	6 data generation	63_lr_topup			ilYpsPare1		Ypsolopha parenthesella	3			white-shouldered smudge	U			1870434	Ypsolopha	Ypsolophidae	Lepidoptera	Arthropoda	SAMEA7519927		1						1										645	-	-	-	9	16			2019-11-21	UNKNOWN	UNKNOWN		●																						
